GSM_IDENTIFIER	TYPE_NOVEL	CLASS	TYPE
GSM336975	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337035	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337013	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337003	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337019	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337040	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337014	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336991	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336979	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337005	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337021	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337039	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337059	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336996	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337030	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337056	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336998	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337027	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336974	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337077	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337060	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337075	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337026	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337072	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336994	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337029	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337076	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337054	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337004	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336980	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337033	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337073	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337071	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337074	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337028	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336988	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337017	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337024	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337018	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337034	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337038	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337048	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336982	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336977	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337023	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336992	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337032	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337001	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337052	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337036	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337061	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337043	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM336976	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337080	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337067	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337050	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337020	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM337010	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM352849	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM352851	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361623	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361626	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361627	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361622	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361624	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM361625	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365156	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365113	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365160	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365119	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365149	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365122	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365154	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365141	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365150	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365148	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365114	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365137	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365142	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365118	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365158	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365128	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365162	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365151	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365153	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365138	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365130	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365140	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365134	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365124	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365115	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365135	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365127	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM365146	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371758	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371763	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371764	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371772	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371771	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371774	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371761	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371770	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM371773	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435322	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435359	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435419	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435422	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435420	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435321	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435410	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435427	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435370	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435430	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435392	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435409	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435417	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435334	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435418	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435337	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435423	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435426	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435320	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435324	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435338	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435405	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435431	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435357	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435425	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435404	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435328	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435399	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435330	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435331	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435343	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435340	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435369	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435325	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435329	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435326	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435421	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435424	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435342	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435336	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM435341	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM455848	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461040	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461043	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461090	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461023	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461021	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461036	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461042	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461034	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461082	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461048	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461066	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461032	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461019	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461028	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461047	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461018	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461011	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461029	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM461074	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485318	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485322	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485273	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485317	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485315	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485306	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485314	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485310	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485260	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485320	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485266	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM485316	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51701	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51690	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51683	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51677	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51706	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51686	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51707	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51682	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51710	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51692	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM51695	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM60535	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM159403	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180203	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180168	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180225	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180227	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180188	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180202	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180192	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180167	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180211	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180171	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180148	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180160	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180156	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180140	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180213	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180145	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180157	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180134	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180176	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180159	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180141	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180231	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180226	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180219	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM180206	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187722	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187707	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187701	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187739	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187747	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187734	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187714	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187791	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187749	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187731	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM187765	Leukemia	Tumor	Acute lymphoblastic leukemia
GSM330809	Leukemia	Tumor	Acute myeloid leukemia
GSM259096	Leukemia	Tumor	Acute myeloid leukemia
GSM259095	Leukemia	Tumor	Acute myeloid leukemia
GSM259100	Leukemia	Tumor	Acute myeloid leukemia
GSM259101	Leukemia	Tumor	Acute myeloid leukemia
GSM259094	Leukemia	Tumor	Acute myeloid leukemia
GSM259097	Leukemia	Tumor	Acute myeloid leukemia
GSM259088	Leukemia	Tumor	Acute myeloid leukemia
GSM259093	Leukemia	Tumor	Acute myeloid leukemia
GSM259089	Leukemia	Tumor	Acute myeloid leukemia
GSM259087	Leukemia	Tumor	Acute myeloid leukemia
GSM259090	Leukemia	Tumor	Acute myeloid leukemia
GSM259092	Leukemia	Tumor	Acute myeloid leukemia
GSM259091	Leukemia	Tumor	Acute myeloid leukemia
GSM262153	Leukemia	Tumor	Acute myeloid leukemia
GSM262154	Leukemia	Tumor	Acute myeloid leukemia
GSM262156	Leukemia	Tumor	Acute myeloid leukemia
GSM262155	Leukemia	Tumor	Acute myeloid leukemia
GSM262152	Leukemia	Tumor	Acute myeloid leukemia
GSM262145	Leukemia	Tumor	Acute myeloid leukemia
GSM262147	Leukemia	Tumor	Acute myeloid leukemia
GSM262146	Leukemia	Tumor	Acute myeloid leukemia
GSM262149	Leukemia	Tumor	Acute myeloid leukemia
GSM262150	Leukemia	Tumor	Acute myeloid leukemia
GSM262151	Leukemia	Tumor	Acute myeloid leukemia
GSM262148	Leukemia	Tumor	Acute myeloid leukemia
GSM262165	Leukemia	Tumor	Acute myeloid leukemia
GSM262163	Leukemia	Tumor	Acute myeloid leukemia
GSM262162	Leukemia	Tumor	Acute myeloid leukemia
GSM262164	Leukemia	Tumor	Acute myeloid leukemia
GSM262161	Leukemia	Tumor	Acute myeloid leukemia
GSM262144	Leukemia	Tumor	Acute myeloid leukemia
GSM262159	Leukemia	Tumor	Acute myeloid leukemia
GSM262158	Leukemia	Tumor	Acute myeloid leukemia
GSM262157	Leukemia	Tumor	Acute myeloid leukemia
GSM262160	Leukemia	Tumor	Acute myeloid leukemia
GSM1226121	Leukemia	Tumor	Acute myeloid leukemia
GSM262129	Leukemia	Tumor	Acute myeloid leukemia
GSM262126	Leukemia	Tumor	Acute myeloid leukemia
GSM262127	Leukemia	Tumor	Acute myeloid leukemia
GSM262125	Leukemia	Tumor	Acute myeloid leukemia
GSM262116	Leukemia	Tumor	Acute myeloid leukemia
GSM262119	Leukemia	Tumor	Acute myeloid leukemia
GSM262128	Leukemia	Tumor	Acute myeloid leukemia
GSM262166	Leukemia	Tumor	Acute myeloid leukemia
GSM262139	Leukemia	Tumor	Acute myeloid leukemia
GSM262138	Leukemia	Tumor	Acute myeloid leukemia
GSM262141	Leukemia	Tumor	Acute myeloid leukemia
GSM262142	Leukemia	Tumor	Acute myeloid leukemia
GSM262136	Leukemia	Tumor	Acute myeloid leukemia
GSM262140	Leukemia	Tumor	Acute myeloid leukemia
GSM262135	Leukemia	Tumor	Acute myeloid leukemia
GSM262131	Leukemia	Tumor	Acute myeloid leukemia
GSM262130	Leukemia	Tumor	Acute myeloid leukemia
GSM262133	Leukemia	Tumor	Acute myeloid leukemia
GSM262134	Leukemia	Tumor	Acute myeloid leukemia
GSM262143	Leukemia	Tumor	Acute myeloid leukemia
GSM262132	Leukemia	Tumor	Acute myeloid leukemia
GSM262181	Leukemia	Tumor	Acute myeloid leukemia
GSM262192	Leukemia	Tumor	Acute myeloid leukemia
GSM262191	Leukemia	Tumor	Acute myeloid leukemia
GSM262193	Leukemia	Tumor	Acute myeloid leukemia
GSM262190	Leukemia	Tumor	Acute myeloid leukemia
GSM262194	Leukemia	Tumor	Acute myeloid leukemia
GSM262188	Leukemia	Tumor	Acute myeloid leukemia
GSM262210	Leukemia	Tumor	Acute myeloid leukemia
GSM262211	Leukemia	Tumor	Acute myeloid leukemia
GSM262208	Leukemia	Tumor	Acute myeloid leukemia
GSM262195	Leukemia	Tumor	Acute myeloid leukemia
GSM262189	Leukemia	Tumor	Acute myeloid leukemia
GSM262209	Leukemia	Tumor	Acute myeloid leukemia
GSM262197	Leukemia	Tumor	Acute myeloid leukemia
GSM262204	Leukemia	Tumor	Acute myeloid leukemia
GSM262205	Leukemia	Tumor	Acute myeloid leukemia
GSM262206	Leukemia	Tumor	Acute myeloid leukemia
GSM262203	Leukemia	Tumor	Acute myeloid leukemia
GSM262207	Leukemia	Tumor	Acute myeloid leukemia
GSM262198	Leukemia	Tumor	Acute myeloid leukemia
GSM262200	Leukemia	Tumor	Acute myeloid leukemia
GSM262201	Leukemia	Tumor	Acute myeloid leukemia
GSM262196	Leukemia	Tumor	Acute myeloid leukemia
GSM262199	Leukemia	Tumor	Acute myeloid leukemia
GSM262214	Leukemia	Tumor	Acute myeloid leukemia
GSM262176	Leukemia	Tumor	Acute myeloid leukemia
GSM262175	Leukemia	Tumor	Acute myeloid leukemia
GSM262178	Leukemia	Tumor	Acute myeloid leukemia
GSM262179	Leukemia	Tumor	Acute myeloid leukemia
GSM262174	Leukemia	Tumor	Acute myeloid leukemia
GSM262177	Leukemia	Tumor	Acute myeloid leukemia
GSM262173	Leukemia	Tumor	Acute myeloid leukemia
GSM262169	Leukemia	Tumor	Acute myeloid leukemia
GSM262168	Leukemia	Tumor	Acute myeloid leukemia
GSM262171	Leukemia	Tumor	Acute myeloid leukemia
GSM262172	Leukemia	Tumor	Acute myeloid leukemia
GSM262180	Leukemia	Tumor	Acute myeloid leukemia
GSM262170	Leukemia	Tumor	Acute myeloid leukemia
GSM262182	Leukemia	Tumor	Acute myeloid leukemia
GSM262215	Leukemia	Tumor	Acute myeloid leukemia
GSM262167	Leukemia	Tumor	Acute myeloid leukemia
GSM262219	Leukemia	Tumor	Acute myeloid leukemia
GSM262216	Leukemia	Tumor	Acute myeloid leukemia
GSM262184	Leukemia	Tumor	Acute myeloid leukemia
GSM262183	Leukemia	Tumor	Acute myeloid leukemia
GSM262186	Leukemia	Tumor	Acute myeloid leukemia
GSM262187	Leukemia	Tumor	Acute myeloid leukemia
GSM262213	Leukemia	Tumor	Acute myeloid leukemia
GSM262185	Leukemia	Tumor	Acute myeloid leukemia
GSM262137	Leukemia	Tumor	Acute myeloid leukemia
GSM726230	Leukemia	Tumor	Acute myeloid leukemia
GSM726228	Leukemia	Tumor	Acute myeloid leukemia
GSM726229	Leukemia	Tumor	Acute myeloid leukemia
GSM726231	Leukemia	Tumor	Acute myeloid leukemia
GSM726233	Leukemia	Tumor	Acute myeloid leukemia
GSM726235	Leukemia	Tumor	Acute myeloid leukemia
GSM726236	Leukemia	Tumor	Acute myeloid leukemia
GSM726234	Leukemia	Tumor	Acute myeloid leukemia
GSM726232	Leukemia	Tumor	Acute myeloid leukemia
GSM726227	Leukemia	Tumor	Acute myeloid leukemia
GSM726226	Leukemia	Tumor	Acute myeloid leukemia
GSM726219	Leukemia	Tumor	Acute myeloid leukemia
GSM726218	Leukemia	Tumor	Acute myeloid leukemia
GSM726220	Leukemia	Tumor	Acute myeloid leukemia
GSM726222	Leukemia	Tumor	Acute myeloid leukemia
GSM726224	Leukemia	Tumor	Acute myeloid leukemia
GSM726225	Leukemia	Tumor	Acute myeloid leukemia
GSM726223	Leukemia	Tumor	Acute myeloid leukemia
GSM726221	Leukemia	Tumor	Acute myeloid leukemia
GSM726237	Leukemia	Tumor	Acute myeloid leukemia
GSM726239	Leukemia	Tumor	Acute myeloid leukemia
GSM726253	Leukemia	Tumor	Acute myeloid leukemia
GSM726251	Leukemia	Tumor	Acute myeloid leukemia
GSM726252	Leukemia	Tumor	Acute myeloid leukemia
GSM726254	Leukemia	Tumor	Acute myeloid leukemia
GSM726256	Leukemia	Tumor	Acute myeloid leukemia
GSM726258	Leukemia	Tumor	Acute myeloid leukemia
GSM726259	Leukemia	Tumor	Acute myeloid leukemia
GSM726257	Leukemia	Tumor	Acute myeloid leukemia
GSM726255	Leukemia	Tumor	Acute myeloid leukemia
GSM726250	Leukemia	Tumor	Acute myeloid leukemia
GSM726248	Leukemia	Tumor	Acute myeloid leukemia
GSM726241	Leukemia	Tumor	Acute myeloid leukemia
GSM726242	Leukemia	Tumor	Acute myeloid leukemia
GSM726240	Leukemia	Tumor	Acute myeloid leukemia
GSM726243	Leukemia	Tumor	Acute myeloid leukemia
GSM726216	Leukemia	Tumor	Acute myeloid leukemia
GSM726244	Leukemia	Tumor	Acute myeloid leukemia
GSM726247	Leukemia	Tumor	Acute myeloid leukemia
GSM726238	Leukemia	Tumor	Acute myeloid leukemia
GSM726246	Leukemia	Tumor	Acute myeloid leukemia
GSM726249	Leukemia	Tumor	Acute myeloid leukemia
GSM726245	Leukemia	Tumor	Acute myeloid leukemia
GSM726215	Leukemia	Tumor	Acute myeloid leukemia
GSM726185	Leukemia	Tumor	Acute myeloid leukemia
GSM262114	Leukemia	Tumor	Acute myeloid leukemia
GSM726184	Leukemia	Tumor	Acute myeloid leukemia
GSM726186	Leukemia	Tumor	Acute myeloid leukemia
GSM726188	Leukemia	Tumor	Acute myeloid leukemia
GSM726190	Leukemia	Tumor	Acute myeloid leukemia
GSM726191	Leukemia	Tumor	Acute myeloid leukemia
GSM726189	Leukemia	Tumor	Acute myeloid leukemia
GSM726187	Leukemia	Tumor	Acute myeloid leukemia
GSM726182	Leukemia	Tumor	Acute myeloid leukemia
GSM726192	Leukemia	Tumor	Acute myeloid leukemia
GSM726194	Leukemia	Tumor	Acute myeloid leukemia
GSM726208	Leukemia	Tumor	Acute myeloid leukemia
GSM726206	Leukemia	Tumor	Acute myeloid leukemia
GSM726207	Leukemia	Tumor	Acute myeloid leukemia
GSM726209	Leukemia	Tumor	Acute myeloid leukemia
GSM726211	Leukemia	Tumor	Acute myeloid leukemia
GSM726213	Leukemia	Tumor	Acute myeloid leukemia
GSM726214	Leukemia	Tumor	Acute myeloid leukemia
GSM726212	Leukemia	Tumor	Acute myeloid leukemia
GSM726210	Leukemia	Tumor	Acute myeloid leukemia
GSM726205	Leukemia	Tumor	Acute myeloid leukemia
GSM726203	Leukemia	Tumor	Acute myeloid leukemia
GSM726196	Leukemia	Tumor	Acute myeloid leukemia
GSM726197	Leukemia	Tumor	Acute myeloid leukemia
GSM726195	Leukemia	Tumor	Acute myeloid leukemia
GSM726198	Leukemia	Tumor	Acute myeloid leukemia
GSM726260	Leukemia	Tumor	Acute myeloid leukemia
GSM726199	Leukemia	Tumor	Acute myeloid leukemia
