GSM_IDENTIFIER	TYPE	TYPE_SIMPLIFIED
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E10_569416.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E02_240948.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_G06_587736.CEL	Gastrointestinal cancer	Gastrointestinal cancer
RILLS_p_AchillesExp_Mar2011_1_HG.U133_Plus_2_D10_767922.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G09_241010.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_B08_698806.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_F04_383658.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_A12_241064.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_C03_419714.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E09_436476.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_H09_241034.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_A12_419874.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_D11_587608.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_H06_241220.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B04_383742.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D04_241120.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_G03_419808.CEL	Gastrointestinal cancer	Gastrointestinal cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F03_523616.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_G10_587714.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_D12_698846.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_B05_436592.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_E05_296094.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H03_569456.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D02_436522.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_B03_296018.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G09_698890.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_E06_302136.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C01_241090.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_B01_419872.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_B04_436594.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_H03_454726.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C07_241102.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D07_436562.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E03_698884.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_F05_569454.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H05_569442.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_H06_419836.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E05_698926.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_G07_419800.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_H04_241216.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_H01_419820.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C12_698888.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_C04_779652.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_B08_587738.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_F06_383666.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D06_257680.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_C06_383656.CEL	Gastrointestinal cancer	Gastrointestinal cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_D04_474670.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_F09_569594.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E08_436474.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_F08_383674.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_E04_296092.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_C09_296054.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_H10_241228.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_D05_241122.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_C10_383608.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E04_257700.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_H03_296162.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_A03_698898.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E06_257704.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_F07_569566.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_D06_454644.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_C02_257648.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C01_569564.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C02_241092.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_C09_436520.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_A02_698820.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_B03_569512.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A04_454756.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_A07_698844.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G04_241000.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_G06_419798.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_A03_454754.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_B06_587700.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_G05_383642.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_C06_587664.CEL	Gastrointestinal cancer	Gastrointestinal cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A02_523514.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_C04_241096.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_B09_436600.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_A05_587552.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_B04_779662.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E02_257696.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_C06_257656.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E12_698778.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_D07_383704.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G06_569542.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_C11_419730.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C05_698910.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_G02_454712.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_E08_587704.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_C04_296044.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E07_257706.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_G02_241188.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G02_569480.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_B12_779742.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_D03_257674.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_F05_698832.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_H08_383778.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_B05_296022.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G03_698786.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_E09_296102.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G10_698876.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B01_240874.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_E07_454668.CEL	Gastrointestinal cancer	Gastrointestinal cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E11_474718.CEL	Gastrointestinal cancer	Gastrointestinal cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E12_436466.CEL	Gastrointestinal cancer	Gastrointestinal cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_C09_257662.CEL	Gastrointestinal cancer	Gastrointestinal cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_D07_523580.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_D10_587722.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G09_296150.CEL	Gastrointestinal cancer	Gastrointestinal cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_G11_474742.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G02_698914.CEL	Gastrointestinal cancer	Gastrointestinal cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G05_241002.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_A03_587658.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C09_454626.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_A01_587656.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G01_698894.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G06_698826.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G01_296134.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_C10_779682.CEL	Gastrointestinal cancer	Gastrointestinal cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_E09_569518.CEL	Gastrointestinal cancer	Gastrointestinal cancer
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E10_523570.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_A09_698856.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B04_454590.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_G09_454730.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_B01_241066.CEL	Gastrointestinal cancer	Gastrointestinal cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_G11_296154.CEL	Gastrointestinal cancer	Gastrointestinal cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_D07_454646.CEL	Gastrointestinal cancer	Gastrointestinal cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_E01_698830.CEL	Gastrointestinal cancer	Gastrointestinal cancer
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_D07_587724.CEL	Haematopoietic other	Haematopoietic other
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_D10_698782.CEL	Head and neck	Head and neck
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_H09_569448.CEL	Head and neck	Head and neck
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_B01_474602.CEL	Leukemia	Leukemia
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_B07_419852.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F04_523560.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_D10_474678.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A07_523562.CEL	Leukemia	Leukemia
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_F05_419794.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E07_523534.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B06_454594.CEL	Leukemia	Leukemia
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_A10_436614.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_G01_474646.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_G10_474684.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_D07_474672.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C05_454618.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_G11_454734.CEL	Leukemia	Leukemia
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G04_569524.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G04_523576.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G03_523458.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E09_523592.CEL	Leukemia	Leukemia
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_B10_779768.CEL	Leukemia	Leukemia
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_E03_257698.CEL	Leukemia	Leukemia
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_C03_436532.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G09_523582.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C05_523542.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F08_523462.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_B08_523640.CEL	Leukemia	Leukemia
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_E12_419772.CEL	Leukemia	Leukemia
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_B04_698780.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F10_523454.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_B05_454596.CEL	Leukemia	Leukemia
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_C05_419702.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_H04_474738.CEL	Leukemia	Leukemia
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_B12_257644.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E09_474724.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_H05_474752.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C03_523468.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G07_523548.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G12_523456.CEL	Leukemia	Leukemia
CASED_p_NCLE_RNA4_HG.U133_Plus_2_E01_383664.CEL	Leukemia	Leukemia
GILDS_p_NCLE_RNA11_Redo_HG.U133_Plus_2_F12_587556.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C06_474620.CEL	Leukemia	Leukemia
CASED_p_NCLE_RNA4_HG.U133_Plus_2_C05_383644.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F11_474766.CEL	Leukemia	Leukemia
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_C10_257664.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A03_523476.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C10_474758.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G10_523540.CEL	Leukemia	Leukemia
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_F07_240982.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C11_474588.CEL	Leukemia	Leukemia
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_F02_419768.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_C04_474596.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_D05_523614.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E05_474712.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E01_523498.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G08_523528.CEL	Leukemia	Leukemia
BRAKE_p_NCLE_RNA2_HG.U133_Plus_2_A07_241054.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C11_523564.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_E02_523588.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F12_474616.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C10_454628.CEL	Leukemia	Leukemia
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_G04_698924.CEL	Leukemia	Leukemia
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A10_240868.CEL	Leukemia	Leukemia
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_A12_296012.CEL	Leukemia	Leukemia
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_C03_779718.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_F01_474730.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C02_523526.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G06_523602.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E04_474704.CEL	Leukemia	Leukemia
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_G04_436500.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_D03_523506.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_C04_523598.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_G12_474660.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H06_523622.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F05_523482.CEL	Leukemia	Leukemia
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_F05_436460.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E06_474722.CEL	Leukemia	Leukemia
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_G12_454736.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E08_474644.CEL	Leukemia	Leukemia
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_E03_474654.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G11_523586.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H07_523536.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_A10_523630.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_G05_523494.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F11_523638.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_H12_523484.CEL	Leukemia	Leukemia
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_H04_296164.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_F06_523632.CEL	Leukemia	Leukemia
SILOS_p_NCLE_RNA9_HG.U133_Plus_2_B04_523612.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_D02_474658.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_E04_436560.CEL	Lung cancer	Lung cancer
BUNDS_p_NCLE_RNA5_HG.U133_Plus_2_H03_419816.CEL	Lung cancer	Lung cancer
BITTS_p_NCLE_RNA12_HG.U133_Plus_2_C07_698840.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A05_474768.CEL	Lung cancer	Lung cancer
PARES_p_NCLE_RNA_Redo_HG.U133_Plus_2_A10_257616.CEL	Lung cancer	Lung cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_B07_779750.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_H10_436434.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C07_569558.CEL	Lung cancer	Lung cancer
MAKER_p_NCLE_RNA7_HG.U133_Plus_2_C02_454610.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_G11_569590.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A03_474622.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C08_569538.CEL	Lung cancer	Lung cancer
GAZER_p_NCLE_Expr_P13_HG.U133_Plus_2_A05_779628.CEL	Lung cancer	Lung cancer
AGENT_p_NCLE_RNA6_HG.U133_Plus_2_D01_436528.CEL	Lung cancer	Lung cancer
CASED_p_NCLE_RNA4_HG.U133_Plus_2_B10_383746.CEL	Lung cancer	Lung cancer
NIECE_p_NCLE_RNA3_HG.U133_Plus_2_F01_296110.CEL	Lung cancer	Lung cancer
CRAZY_p_NCLE_RNA10_HG.U133_Plus_2_C12_569462.CEL	Lung cancer	Lung cancer
METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B03_240878.CEL	Lung cancer	Lung cancer
WATCH_p_NCLE_RNA8_HG.U133_Plus_2_A02_474612.CEL	Lung cancer	Lung cancer
